Gmt time,Open,High,Low,Close,Volume
01.08.2019 00:00:00.000,1.10715,1.10717,1.10335,1.10415,21177.25
01.08.2019 01:00:00.000,1.10416,1.10514,1.10375,1.10491,16755.75
01.08.2019 02:00:00.000,1.10492,1.10508,1.10441,1.10493,9435.5898
01.08.2019 03:00:00.000,1.10491,1.10503,1.10429,1.10457,6709.3799
01.08.2019 04:00:00.000,1.10456,1.10532,1.10437,1.10531,6158.1401
01.08.2019 05:00:00.000,1.10531,1.10536,1.10467,1.10516,9067
01.08.2019 06:00:00.000,1.10515,1.10527,1.10344,1.10414,15902.9004
01.08.2019 07:00:00.000,1.10416,1.10477,1.10323,1.10326,19960.7695
01.08.2019 08:00:00.000,1.10325,1.10480,1.10320,1.10471,15007.3701
01.08.2019 09:00:00.000,1.10470,1.10502,1.10379,1.10391,17975.7207
01.08.2019 10:00:00.000,1.10391,1.10416,1.10305,1.10334,29945.6602
01.08.2019 11:00:00.000,1.10336,1.10417,1.10268,1.10341,22838.2207
01.08.2019 12:00:00.000,1.10342,1.10412,1.10269,1.10297,27318.3906
01.08.2019 13:00:00.000,1.10296,1.10465,1.10270,1.10433,29179.8301
01.08.2019 14:00:00.000,1.10432,1.10622,1.10432,1.10578,39393.7109
01.08.2019 15:00:00.000,1.10578,1.10697,1.10561,1.10606,25377.6191
01.08.2019 16:00:00.000,1.10606,1.10697,1.10582,1.10682,16219.7598
01.08.2019 17:00:00.000,1.10682,1.10958,1.10641,1.10827,40881.5508
01.08.2019 18:00:00.000,1.10826,1.10886,1.10755,1.10850,42014.6602
01.08.2019 19:00:00.000,1.10850,1.10942,1.10794,1.10927,30565.8301
01.08.2019 20:00:00.000,1.10926,1.10936,1.10832,1.10847,9580.6396
01.08.2019 21:00:00.000,1.10849,1.10851,1.10796,1.10827,4604.6201
01.08.2019 22:00:00.000,1.10827,1.10845,1.10742,1.10783,4726.3999
01.08.2019 23:00:00.000,1.10783,1.10829,1.10778,1.10788,6831.1899
02.08.2019 00:00:00.000,1.10789,1.10966,1.10783,1.10888,20355.2598
02.08.2019 01:00:00.000,1.10890,1.10919,1.10855,1.10888,22743.3691
02.08.2019 02:00:00.000,1.10888,1.10946,1.10696,1.10750,20167.5605
02.08.2019 03:00:00.000,1.10750,1.10771,1.10706,1.10738,10594.3604
02.08.2019 04:00:00.000,1.10738,1.10841,1.10733,1.10823,10435.5
02.08.2019 05:00:00.000,1.10823,1.10841,1.10772,1.10796,10551.2695
02.08.2019 06:00:00.000,1.10795,1.10898,1.10791,1.10865,19985.4707
02.08.2019 07:00:00.000,1.10865,1.11150,1.10818,1.11134,33970.8398
02.08.2019 08:00:00.000,1.11133,1.11134,1.10948,1.10960,26245.3398
02.08.2019 09:00:00.000,1.10961,1.11029,1.10953,1.10973,23376.8594
02.08.2019 10:00:00.000,1.10974,1.10978,1.10880,1.10955,19002.9102
02.08.2019 11:00:00.000,1.10955,1.11067,1.10955,1.11034,19713.8809
02.08.2019 12:00:00.000,1.11034,1.11069,1.10781,1.10849,39700.1016
02.08.2019 13:00:00.000,1.10851,1.11040,1.10813,1.11005,43078.7109
02.08.2019 14:00:00.000,1.11004,1.11075,1.10957,1.11025,41889.1016
02.08.2019 15:00:00.000,1.11025,1.11147,1.10979,1.11125,29553.4609
02.08.2019 16:00:00.000,1.11125,1.11157,1.11052,1.11141,18748.9492
02.08.2019 17:00:00.000,1.11142,1.11164,1.11040,1.11064,17223.1406
02.08.2019 18:00:00.000,1.11064,1.11133,1.11055,1.11108,17017.7598
02.08.2019 19:00:00.000,1.11107,1.11115,1.11072,1.11097,16423.4395
02.08.2019 20:00:00.000,1.11097,1.11097,1.11037,1.11057,3327.6899
02.08.2019 21:00:00.000,1.11057,1.11057,1.11057,1.11057,0
02.08.2019 22:00:00.000,1.11057,1.11057,1.11057,1.11057,0
02.08.2019 23:00:00.000,1.11057,1.11057,1.11057,1.11057,0
03.08.2019 00:00:00.000,1.11057,1.11057,1.11057,1.11057,0
03.08.2019 01:00:00.000,1.11057,1.11057,1.11057,1.11057,0
03.08.2019 02:00:00.000,1.11057,1.11057,1.11057,1.11057,0
03.08.2019 03:00:00.000,1.11057,1.11057,1.11057,1.11057,0
03.08.2019 04:00:00.000,1.11057,1.11057,1.11057,1.11057,0
03.08.2019 05:00:00.000,1.11057,1.11057,1.11057,1.11057,0
03.08.2019 06:00:00.000,1.11057,1.11057,1.11057,1.11057,0
03.08.2019 07:00:00.000,1.11057,1.11057,1.11057,1.11057,0
03.08.2019 08:00:00.000,1.11057,1.11057,1.11057,1.11057,0
03.08.2019 09:00:00.000,1.11057,1.11057,1.11057,1.11057,0
03.08.2019 10:00:00.000,1.11057,1.11057,1.11057,1.11057,0
03.08.2019 11:00:00.000,1.11057,1.11057,1.11057,1.11057,0
03.08.2019 12:00:00.000,1.11057,1.11057,1.11057,1.11057,0
03.08.2019 13:00:00.000,1.11057,1.11057,1.11057,1.11057,0
03.08.2019 14:00:00.000,1.11057,1.11057,1.11057,1.11057,0
03.08.2019 15:00:00.000,1.11057,1.11057,1.11057,1.11057,0
03.08.2019 16:00:00.000,1.11057,1.11057,1.11057,1.11057,0
03.08.2019 17:00:00.000,1.11057,1.11057,1.11057,1.11057,0
03.08.2019 18:00:00.000,1.11057,1.11057,1.11057,1.11057,0
03.08.2019 19:00:00.000,1.11057,1.11057,1.11057,1.11057,0
03.08.2019 20:00:00.000,1.11057,1.11057,1.11057,1.11057,0
03.08.2019 21:00:00.000,1.11057,1.11057,1.11057,1.11057,0
03.08.2019 22:00:00.000,1.11057,1.11057,1.11057,1.11057,0
03.08.2019 23:00:00.000,1.11057,1.11057,1.11057,1.11057,0
04.08.2019 00:00:00.000,1.11057,1.11057,1.11057,1.11057,0
04.08.2019 01:00:00.000,1.11057,1.11057,1.11057,1.11057,0
04.08.2019 02:00:00.000,1.11057,1.11057,1.11057,1.11057,0
04.08.2019 03:00:00.000,1.11057,1.11057,1.11057,1.11057,0
04.08.2019 04:00:00.000,1.11057,1.11057,1.11057,1.11057,0
04.08.2019 05:00:00.000,1.11057,1.11057,1.11057,1.11057,0
04.08.2019 06:00:00.000,1.11057,1.11057,1.11057,1.11057,0
04.08.2019 07:00:00.000,1.11057,1.11057,1.11057,1.11057,0
04.08.2019 08:00:00.000,1.11057,1.11057,1.11057,1.11057,0
04.08.2019 09:00:00.000,1.11057,1.11057,1.11057,1.11057,0
04.08.2019 10:00:00.000,1.11057,1.11057,1.11057,1.11057,0
04.08.2019 11:00:00.000,1.11057,1.11057,1.11057,1.11057,0
04.08.2019 12:00:00.000,1.11057,1.11057,1.11057,1.11057,0
04.08.2019 13:00:00.000,1.11057,1.11057,1.11057,1.11057,0
04.08.2019 14:00:00.000,1.11057,1.11057,1.11057,1.11057,0
04.08.2019 15:00:00.000,1.11057,1.11057,1.11057,1.11057,0
04.08.2019 16:00:00.000,1.11057,1.11057,1.11057,1.11057,0
04.08.2019 17:00:00.000,1.11057,1.11057,1.11057,1.11057,0
04.08.2019 18:00:00.000,1.11057,1.11057,1.11057,1.11057,0
04.08.2019 19:00:00.000,1.11057,1.11057,1.11057,1.11057,0
04.08.2019 20:00:00.000,1.11057,1.11057,1.11057,1.11057,0
04.08.2019 21:00:00.000,1.11042,1.11138,1.11033,1.11074,3767.23
04.08.2019 22:00:00.000,1.11083,1.11100,1.11044,1.11057,4222.52
04.08.2019 23:00:00.000,1.11057,1.11091,1.11054,1.11075,4846.8398
05.08.2019 00:00:00.000,1.11079,1.11326,1.11064,1.11257,14492.6904
05.08.2019 01:00:00.000,1.11258,1.11302,1.11190,1.11219,25287.5898
05.08.2019 02:00:00.000,1.11219,1.11238,1.11120,1.11224,21866
05.08.2019 03:00:00.000,1.11223,1.11310,1.11223,1.11255,12796.6602
