Gmt time,Open,High,Low,Close,Volume
01.08.2019 00:00:00.000,0.99410,0.99752,0.99407,0.99688,6342.98
01.08.2019 01:00:00.000,0.99688,0.99704,0.99645,0.99657,6168.1099
01.08.2019 02:00:00.000,0.99657,0.99694,0.99643,0.99649,3298.5801
01.08.2019 03:00:00.000,0.99649,0.99690,0.99649,0.99683,2002.79
01.08.2019 04:00:00.000,0.99684,0.99692,0.99598,0.99602,1440.84
01.08.2019 05:00:00.000,0.99605,0.99671,0.99577,0.99642,3183.52
01.08.2019 06:00:00.000,0.99643,0.99736,0.99603,0.99648,5763.4702
01.08.2019 07:00:00.000,0.99646,0.99706,0.99583,0.99665,6645.7998
01.08.2019 08:00:00.000,0.99666,0.99672,0.99484,0.99493,4772.4902
01.08.2019 09:00:00.000,0.99493,0.99531,0.99452,0.99492,4978.5698
01.08.2019 10:00:00.000,0.99495,0.99581,0.99489,0.99569,5227.25
01.08.2019 11:00:00.000,0.99569,0.99606,0.99467,0.99530,6892.1899
01.08.2019 12:00:00.000,0.99530,0.99641,0.99511,0.99608,8270.7002
01.08.2019 13:00:00.000,0.99607,0.99619,0.99458,0.99498,11688.0898
01.08.2019 14:00:00.000,0.99491,0.99491,0.99398,0.99433,16603.3809
01.08.2019 15:00:00.000,0.99435,0.99447,0.99336,0.99381,9636.3203
01.08.2019 16:00:00.000,0.99382,0.99388,0.99235,0.99246,4903.9102
01.08.2019 17:00:00.000,0.99245,0.99341,0.98902,0.99002,18305.3691
01.08.2019 18:00:00.000,0.99004,0.99140,0.98943,0.98983,18684.3105
01.08.2019 19:00:00.000,0.98986,0.99059,0.98873,0.98943,12747.8496
01.08.2019 20:00:00.000,0.98941,0.99089,0.98941,0.99027,4010.8799
01.08.2019 21:00:00.000,0.99022,0.99049,0.98947,0.99011,2168.7
01.08.2019 22:00:00.000,0.99006,0.99073,0.98990,0.99051,757.67
01.08.2019 23:00:00.000,0.99050,0.99051,0.98976,0.98998,1515.46
02.08.2019 00:00:00.000,0.98999,0.99026,0.98752,0.98807,6045.7402
02.08.2019 01:00:00.000,0.98807,0.98870,0.98755,0.98870,8632.4502
02.08.2019 02:00:00.000,0.98870,0.98912,0.98789,0.98871,7877.73
02.08.2019 03:00:00.000,0.98871,0.98959,0.98852,0.98924,3906
02.08.2019 04:00:00.000,0.98922,0.98929,0.98857,0.98871,3550.27
02.08.2019 05:00:00.000,0.98870,0.98924,0.98870,0.98906,4996
02.08.2019 06:00:00.000,0.98906,0.98917,0.98786,0.98824,8877.4297
02.08.2019 07:00:00.000,0.98824,0.98843,0.98526,0.98546,13896.5898
02.08.2019 08:00:00.000,0.98545,0.98662,0.98543,0.98642,10333.6904
02.08.2019 09:00:00.000,0.98644,0.98674,0.98551,0.98600,6875.9399
02.08.2019 10:00:00.000,0.98601,0.98636,0.98517,0.98523,8116.7598
02.08.2019 11:00:00.000,0.98523,0.98551,0.98423,0.98441,5977.1602
02.08.2019 12:00:00.000,0.98442,0.98631,0.98370,0.98621,19082.7891
02.08.2019 13:00:00.000,0.98621,0.98726,0.98354,0.98365,22629.9902
02.08.2019 14:00:00.000,0.98366,0.98405,0.98276,0.98293,16295.8604
02.08.2019 15:00:00.000,0.98299,0.98345,0.98198,0.98201,10972.9004
02.08.2019 16:00:00.000,0.98200,0.98324,0.98170,0.98173,7061.4902
02.08.2019 17:00:00.000,0.98175,0.98273,0.98142,0.98246,5952.8999
02.08.2019 18:00:00.000,0.98246,0.98247,0.98176,0.98238,6298.3501
02.08.2019 19:00:00.000,0.98237,0.98281,0.98208,0.98213,6709.9702
02.08.2019 20:00:00.000,0.98220,0.98250,0.98212,0.98215,1311.2
02.08.2019 21:00:00.000,0.98215,0.98215,0.98215,0.98215,0
02.08.2019 22:00:00.000,0.98215,0.98215,0.98215,0.98215,0
