Gmt time,Open,High,Low,Close,Volume
01.08.2019 00:00:00.000,0.65505,0.65509,0.65337,0.65417,8150.0498
01.08.2019 01:00:00.000,0.65417,0.65550,0.65391,0.65523,7140.7002
01.08.2019 02:00:00.000,0.65523,0.65607,0.65521,0.65560,4431.23
01.08.2019 03:00:00.000,0.65558,0.65572,0.65523,0.65551,2696.54
01.08.2019 04:00:00.000,0.65550,0.65575,0.65534,0.65574,1645.03
01.08.2019 05:00:00.000,0.65574,0.65581,0.65531,0.65551,2137.52
01.08.2019 06:00:00.000,0.65551,0.65581,0.65486,0.65524,4992.7998
01.08.2019 07:00:00.000,0.65526,0.65569,0.65501,0.65504,4888.52
01.08.2019 08:00:00.000,0.65504,0.65608,0.65503,0.65602,5247.0498
01.08.2019 09:00:00.000,0.65602,0.65671,0.65594,0.65669,4870.2998
01.08.2019 10:00:00.000,0.65670,0.65676,0.65603,0.65606,4383.6899
01.08.2019 11:00:00.000,0.65606,0.65613,0.65498,0.65502,7223.46
01.08.2019 12:00:00.000,0.65502,0.65514,0.65417,0.65441,7002.5601
01.08.2019 13:00:00.000,0.65438,0.65484,0.65419,0.65453,6391.1099
01.08.2019 14:00:00.000,0.65454,0.65629,0.65454,0.65612,9900.5498
01.08.2019 15:00:00.000,0.65612,0.65739,0.65599,0.65628,5548.0098
01.08.2019 16:00:00.000,0.65629,0.65747,0.65607,0.65736,3067.5601
01.08.2019 17:00:00.000,0.65738,0.65772,0.65561,0.65615,13923.1699
01.08.2019 18:00:00.000,0.65615,0.65645,0.65472,0.65533,13946.3301
01.08.2019 19:00:00.000,0.65536,0.65633,0.65528,0.65628,5297.3599
01.08.2019 20:00:00.000,0.65628,0.65631,0.65461,0.65493,2373.6499
01.08.2019 21:00:00.000,0.65490,0.65592,0.65473,0.65583,1177.37
01.08.2019 22:00:00.000,0.65585,0.65586,0.65475,0.65505,1473.9
01.08.2019 23:00:00.000,0.65505,0.65569,0.65505,0.65520,5656.5698
02.08.2019 00:00:00.000,0.65520,0.65603,0.65484,0.65556,8646.5
02.08.2019 01:00:00.000,0.65558,0.65570,0.65392,0.65466,11694.2197
02.08.2019 02:00:00.000,0.65466,0.65520,0.65386,0.65396,11032.46
02.08.2019 03:00:00.000,0.65396,0.65416,0.65369,0.65375,7428.9702
02.08.2019 04:00:00.000,0.65377,0.65404,0.65376,0.65402,4394.6099
02.08.2019 05:00:00.000,0.65400,0.65427,0.65364,0.65370,4489.4199
02.08.2019 06:00:00.000,0.65371,0.65447,0.65361,0.65427,5357.8301
02.08.2019 07:00:00.000,0.65427,0.65430,0.65268,0.65327,12702.4902
02.08.2019 08:00:00.000,0.65326,0.65328,0.65229,0.65279,9294.4199
02.08.2019 09:00:00.000,0.65279,0.65310,0.65231,0.65236,5865.5698
02.08.2019 10:00:00.000,0.65235,0.65301,0.65215,0.65235,6104.5298
02.08.2019 11:00:00.000,0.65235,0.65266,0.65221,0.65245,4940.0601
02.08.2019 12:00:00.000,0.65244,0.65253,0.65048,0.65180,15053.4502
02.08.2019 13:00:00.000,0.65182,0.65329,0.65094,0.65327,14783.3799
02.08.2019 14:00:00.000,0.65327,0.65383,0.65279,0.65349,10695.6396
02.08.2019 15:00:00.000,0.65353,0.65458,0.65307,0.65452,8441.5703
02.08.2019 16:00:00.000,0.65454,0.65472,0.65379,0.65391,3344.26
02.08.2019 17:00:00.000,0.65391,0.65401,0.65286,0.65294,2383.99
02.08.2019 18:00:00.000,0.65293,0.65327,0.65284,0.65300,3659.6299
02.08.2019 19:00:00.000,0.65296,0.65348,0.65281,0.65322,1277.99
02.08.2019 20:00:00.000,0.65321,0.65360,0.65304,0.65334,897.29
02.08.2019 21:00:00.000,0.65334,0.65334,0.65334,0.65334,0
02.08.2019 22:00:00.000,0.65334,0.65334,0.65334,0.65334,0
02.08.2019 23:00:00.000,0.65334,0.65334,0.65334,0.65334,0
03.08.2019 00:00:00.000,0.65334,0.65334,0.65334,0.65334,0
03.08.2019 01:00:00.000,0.65334,0.65334,0.65334,0.65334,0
03.08.2019 02:00:00.000,0.65334,0.65334,0.65334,0.65334,0
03.08.2019 03:00:00.000,0.65334,0.65334,0.65334,0.65334,0
03.08.2019 04:00:00.000,0.65334,0.65334,0.65334,0.65334,0
03.08.2019 05:00:00.000,0.65334,0.65334,0.65334,0.65334,0
03.08.2019 06:00:00.000,0.65334,0.65334,0.65334,0.65334,0
03.08.2019 07:00:00.000,0.65334,0.65334,0.65334,0.65334,0
03.08.2019 08:00:00.000,0.65334,0.65334,0.65334,0.65334,0
03.08.2019 09:00:00.000,0.65334,0.65334,0.65334,0.65334,0
03.08.2019 10:00:00.000,0.65334,0.65334,0.65334,0.65334,0
03.08.2019 11:00:00.000,0.65334,0.65334,0.65334,0.65334,0
03.08.2019 12:00:00.000,0.65334,0.65334,0.65334,0.65334,0
03.08.2019 13:00:00.000,0.65334,0.65334,0.65334,0.65334,0
03.08.2019 14:00:00.000,0.65334,0.65334,0.65334,0.65334,0
03.08.2019 15:00:00.000,0.65334,0.65334,0.65334,0.65334,0
03.08.2019 16:00:00.000,0.65334,0.65334,0.65334,0.65334,0
03.08.2019 17:00:00.000,0.65334,0.65334,0.65334,0.65334,0
03.08.2019 18:00:00.000,0.65334,0.65334,0.65334,0.65334,0
03.08.2019 19:00:00.000,0.65334,0.65334,0.65334,0.65334,0
03.08.2019 20:00:00.000,0.65334,0.65334,0.65334,0.65334,0
03.08.2019 21:00:00.000,0.65334,0.65334,0.65334,0.65334,0
03.08.2019 22:00:00.000,0.65334,0.65334,0.65334,0.65334,0
03.08.2019 23:00:00.000,0.65334,0.65334,0.65334,0.65334,0
04.08.2019 00:00:00.000,0.65334,0.65334,0.65334,0.65334,0
04.08.2019 01:00:00.000,0.65334,0.65334,0.65334,0.65334,0
04.08.2019 02:00:00.000,0.65334,0.65334,0.65334,0.65334,0
04.08.2019 03:00:00.000,0.65334,0.65334,0.65334,0.65334,0
04.08.2019 04:00:00.000,0.65334,0.65334,0.65334,0.65334,0
04.08.2019 05:00:00.000,0.65334,0.65334,0.65334,0.65334,0
04.08.2019 06:00:00.000,0.65334,0.65334,0.65334,0.65334,0
04.08.2019 07:00:00.000,0.65334,0.65334,0.65334,0.65334,0
04.08.2019 08:00:00.000,0.65334,0.65334,0.65334,0.65334,0
04.08.2019 09:00:00.000,0.65334,0.65334,0.65334,0.65334,0
