Gmt time,Open,High,Low,Close,Volume
01.08.2019 00:00:00.000,1.21527,1.21535,1.21011,1.21083,12542.04
01.08.2019 01:00:00.000,1.21083,1.21330,1.21061,1.21305,9470.8203
01.08.2019 02:00:00.000,1.21306,1.21364,1.21241,1.21281,5625.5601
01.08.2019 03:00:00.000,1.21281,1.21301,1.21243,1.21251,4739.8101
01.08.2019 04:00:00.000,1.21249,1.21301,1.21199,1.21295,2795.6899
01.08.2019 05:00:00.000,1.21294,1.21332,1.21224,1.21257,4480.9399
01.08.2019 06:00:00.000,1.21257,1.21318,1.21187,1.21248,6442.6299
01.08.2019 07:00:00.000,1.21252,1.21267,1.21091,1.21091,8337.6504
01.08.2019 08:00:00.000,1.21090,1.21230,1.21083,1.21117,7399.2598
01.08.2019 09:00:00.000,1.21116,1.21228,1.20866,1.20979,9823.0195
01.08.2019 10:00:00.000,1.20979,1.21162,1.20844,1.21032,9927.9404
01.08.2019 11:00:00.000,1.21032,1.21284,1.20967,1.21153,13212.7402
01.08.2019 12:00:00.000,1.21151,1.21215,1.20855,1.20938,13102.9199
01.08.2019 13:00:00.000,1.20939,1.21055,1.20791,1.21050,12535.7598
01.08.2019 14:00:00.000,1.21056,1.21546,1.20910,1.21539,20949.0703
01.08.2019 15:00:00.000,1.21539,1.21540,1.21313,1.21437,12016.3896
01.08.2019 16:00:00.000,1.21437,1.21449,1.21353,1.21441,7726
01.08.2019 17:00:00.000,1.21440,1.21713,1.21280,1.21580,28942.9395
01.08.2019 18:00:00.000,1.21579,1.21620,1.21390,1.21493,24846.4492
01.08.2019 19:00:00.000,1.21491,1.21552,1.21387,1.21493,15852.5498
01.08.2019 20:00:00.000,1.21494,1.21503,1.21161,1.21312,5177.3799
01.08.2019 21:00:00.000,1.21306,1.21393,1.21117,1.21174,6664.8901
01.08.2019 22:00:00.000,1.21173,1.21222,1.21141,1.21209,2869.1399
01.08.2019 23:00:00.000,1.21212,1.21313,1.21212,1.21231,4072.4399
02.08.2019 00:00:00.000,1.21231,1.21445,1.21231,1.21393,12461.4902
02.08.2019 01:00:00.000,1.21394,1.21402,1.20907,1.21179,15159.7695
02.08.2019 02:00:00.000,1.21176,1.21261,1.20991,1.21058,15092.3301
02.08.2019 03:00:00.000,1.21059,1.21097,1.20898,1.20912,6987.9102
02.08.2019 04:00:00.000,1.20912,1.21087,1.20901,1.21079,8469.21
02.08.2019 05:00:00.000,1.21079,1.21112,1.20993,1.21104,6412.4199
02.08.2019 06:00:00.000,1.21104,1.21198,1.21064,1.21125,7433.3901
